"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Biogenics - Vegetation and Soil","VA","51","Washington","191","Volatile Organic Compounds","CAP","6802.59","TON"
"Biogenics - Vegetation and Soil","VA","51","Smyth","173","Volatile Organic Compounds","CAP","6764.9","TON"
"Biogenics - Vegetation and Soil","VA","51","Bland","021","Volatile Organic Compounds","CAP","6720.87","TON"
"Biogenics - Vegetation and Soil","VA","51","King and Queen","097","Volatile Organic Compounds","CAP","6683.25","TON"
"Biogenics - Vegetation and Soil","VA","51","Carroll","035","Volatile Organic Compounds","CAP","6682.34","TON"
"Biogenics - Vegetation and Soil","VA","51","Accomack","001","Volatile Organic Compounds","CAP","6647.37","TON"
"Biogenics - Vegetation and Soil","VA","51","Tazewell","185","Volatile Organic Compounds","CAP","6630.46","TON"
"Biogenics - Vegetation and Soil","VA","51","Wythe","197","Volatile Organic Compounds","CAP","6564.19","TON"
"Biogenics - Vegetation and Soil","VA","51","Loudoun","107","Volatile Organic Compounds","CAP","6433.1","TON"
"Biogenics - Vegetation and Soil","VA","51","Orange","137","Volatile Organic Compounds","CAP","6250","TON"
"Biogenics - Vegetation and Soil","VA","51","Floyd","063","Volatile Organic Compounds","CAP","6098.15","TON"
"Biogenics - Vegetation and Soil","VA","51","Russell","167","Volatile Organic Compounds","CAP","6096.45","TON"
"Biogenics - Vegetation and Soil","VA","51","Prince George","149","Volatile Organic Compounds","CAP","6029.18","TON"
"Biogenics - Vegetation and Soil","VA","51","Page","139","Volatile Organic Compounds","CAP","5995.25","TON"
"Biogenics - Vegetation and Soil","VA","51","Grayson","077","Volatile Organic Compounds","CAP","5943.99","TON"
"Biogenics - Vegetation and Soil","VA","51","Frederick","069","Volatile Organic Compounds","CAP","5913.97","TON"
"Biogenics - Vegetation and Soil","VA","51","Prince William","153","Volatile Organic Compounds","CAP","5794.18","TON"
"Biogenics - Vegetation and Soil","VA","51","Culpeper","047","Volatile Organic Compounds","CAP","5780.92","TON"
"Biogenics - Vegetation and Soil","VA","51","New Kent","127","Volatile Organic Compounds","CAP","5743.84","TON"
"Biogenics - Vegetation and Soil","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","5726.56","TON"
"Biogenics - Vegetation and Soil","VA","51","Montgomery","121","Volatile Organic Compounds","CAP","5685.31","TON"
"Biogenics - Vegetation and Soil","VA","51","Essex","057","Volatile Organic Compounds","CAP","5661.35","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","5645.6653","TON"
"Biogenics - Vegetation and Soil","VA","51","Dickenson","051","Volatile Organic Compounds","CAP","5610.96","TON"
"Biogenics - Vegetation and Soil","VA","51","Rappahannock","157","Volatile Organic Compounds","CAP","5372.05","TON"
"Biogenics - Vegetation and Soil","VA","51","Stafford","179","Volatile Organic Compounds","CAP","5342.91","TON"
"Biogenics - Vegetation and Soil","VA","51","Pulaski","155","Volatile Organic Compounds","CAP","5340.96","TON"
"Biogenics - Vegetation and Soil","VA","51","Madison","113","Volatile Organic Compounds","CAP","5126.19","TON"
"Biogenics - Vegetation and Soil","VA","51","Charles city","036","Volatile Organic Compounds","CAP","5101.04","TON"
"Biogenics - Vegetation and Soil","VA","51","Roanoke","161","Volatile Organic Compounds","CAP","5017.27","TON"
"Biogenics - Vegetation and Soil","VA","51","Gloucester","073","Volatile Organic Compounds","CAP","4989.04","TON"
"Biogenics - Vegetation and Soil","VA","51","Henrico","087","Volatile Organic Compounds","CAP","4968.81","TON"
"Fires - Wildfires","VA","51","Rockingham","165","Volatile Organic Compounds","CAP","4868.962881","TON"
"Biogenics - Vegetation and Soil","VA","51","Westmoreland","193","Volatile Organic Compounds","CAP","4868.94","TON"
"Biogenics - Vegetation and Soil","VA","51","King George","099","Volatile Organic Compounds","CAP","4821.75","TON"
"Biogenics - Vegetation and Soil","VA","51","Wise","195","Volatile Organic Compounds","CAP","4762.14","TON"
"Biogenics - Vegetation and Soil","VA","51","Northumberland","133","Volatile Organic Compounds","CAP","4634.26","TON"
"Biogenics - Vegetation and Soil","VA","51","Warren","187","Volatile Organic Compounds","CAP","4614.39","TON"
"Biogenics - Vegetation and Soil","VA","51","Richmond","159","Volatile Organic Compounds","CAP","4113.96","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","4110.3615","TON"
"Biogenics - Vegetation and Soil","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","4047.49","TON"
"Biogenics - Vegetation and Soil","VA","51","Greene","079","Volatile Organic Compounds","CAP","3948.11","TON"
"Biogenics - Vegetation and Soil","VA","51","Middlesex","119","Volatile Organic Compounds","CAP","3628.19","TON"
"Biogenics - Vegetation and Soil","VA","51","Northampton","131","Volatile Organic Compounds","CAP","3563.05","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","3547.10366476774","TON"
"Biogenics - Vegetation and Soil","VA","51","Lancaster","103","Volatile Organic Compounds","CAP","3504.17","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Buchanan","027","Volatile Organic Compounds","CAP","3499.83809","TON"
"Biogenics - Vegetation and Soil","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","3418.69","TON"
"Biogenics - Vegetation and Soil","VA","51","Danville city","590","Volatile Organic Compounds","CAP","3197.92","TON"
"Biogenics - Vegetation and Soil","VA","51","James city","095","Volatile Organic Compounds","CAP","3088.08","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Accomack","001","Volatile Organic Compounds","CAP","2857.39940000688","TON"
"Biogenics - Vegetation and Soil","VA","51","Clarke","043","Volatile Organic Compounds","CAP","2845.01","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Dickenson","051","Volatile Organic Compounds","CAP","2598.75684","TON"
"Biogenics - Vegetation and Soil","VA","51","Mathews","115","Volatile Organic Compounds","CAP","2528.89","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","2521.4002","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","2352.0678","TON"
"Fires - Wildfires","VA","51","Warren","187","Volatile Organic Compounds","CAP","2318.58005","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Northampton","131","Volatile Organic Compounds","CAP","2247.639868191325","TON"
"Biogenics - Vegetation and Soil","VA","51","Emporia city","595","Volatile Organic Compounds","CAP","2210.57","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","2200.5769247252","TON"
"Biogenics - Vegetation and Soil","VA","51","York","199","Volatile Organic Compounds","CAP","2166.91","TON"
"Biogenics - Vegetation and Soil","VA","51","Richmond city","760","Volatile Organic Compounds","CAP","2125.2","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Prince William","153","Volatile Organic Compounds","CAP","2097.9855","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","2059.4843","TON"
"Fires - Prescribed Fires","VA","51","Halifax","083","Volatile Organic Compounds","CAP","2016.0378","TON"
"Biogenics - Vegetation and Soil","VA","51","Petersburg city","730","Volatile Organic Compounds","CAP","1979.12","TON"
"Biogenics - Vegetation and Soil","VA","51","Lynchburg city","680","Volatile Organic Compounds","CAP","1968.3","TON"
"Biogenics - Vegetation and Soil","VA","51","Covington city","580","Volatile Organic Compounds","CAP","1941.2","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Henrico","087","Volatile Organic Compounds","CAP","1929.6836","TON"
"Fires - Wildfires","VA","51","Caroline","033","Volatile Organic Compounds","CAP","1862.721991","TON"
"Fires - Wildfires","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","1768.64393","TON"
"Biogenics - Vegetation and Soil","VA","51","Martinsville city","690","Volatile Organic Compounds","CAP","1746.97","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","1695.9965","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Henrico","087","Volatile Organic Compounds","CAP","1658.8251","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Loudoun","107","Volatile Organic Compounds","CAP","1614.45413","TON"
"Biogenics - Vegetation and Soil","VA","51","Franklin city","620","Volatile Organic Compounds","CAP","1587.91","TON"
"Biogenics - Vegetation and Soil","VA","51","Newport News city","700","Volatile Organic Compounds","CAP","1560.04","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Loudoun","107","Volatile Organic Compounds","CAP","1517.0103596316","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Prince William","153","Volatile Organic Compounds","CAP","1506.53","TON"
"Fires - Wildfires","VA","51","Lee","105","Volatile Organic Compounds","CAP","1504.242978","TON"
"Biogenics - Vegetation and Soil","VA","51","Fredericksburg city","630","Volatile Organic Compounds","CAP","1499.28","TON"
"Fuel Comb - Residential - Wood","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","1440.9741335","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","1403.8815","TON"
"Biogenics - Vegetation and Soil","VA","51","Staunton city","790","Volatile Organic Compounds","CAP","1400.56","TON"
"Biogenics - Vegetation and Soil","VA","51","Bristol city","520","Volatile Organic Compounds","CAP","1330.33","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Richmond city","760","Volatile Organic Compounds","CAP","1309.5944","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Norfolk city","710","Volatile Organic Compounds","CAP","1270.03695","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Norfolk city","710","Volatile Organic Compounds","CAP","1247.7677","TON"
"Fires - Wildfires","VA","51","Suffolk city","800","Volatile Organic Compounds","CAP","1240.24146","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","1238.31833","TON"
"Biogenics - Vegetation and Soil","VA","51","Portsmouth city","740","Volatile Organic Compounds","CAP","1232.58","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Frederick","069","Volatile Organic Compounds","CAP","1228.8535149497","TON"
"Biogenics - Vegetation and Soil","VA","51","Norton city","720","Volatile Organic Compounds","CAP","1227.47","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Loudoun","107","Volatile Organic Compounds","CAP","1203.4581","TON"
"Biogenics - Vegetation and Soil","VA","51","Colonial Heights city","570","Volatile Organic Compounds","CAP","1183.58","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Montgomery","121","Volatile Organic Compounds","CAP","1150.245555","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Prince William","153","Volatile Organic Compounds","CAP","1132.23885438955","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Newport News city","700","Volatile Organic Compounds","CAP","1116.9821","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Richmond city","760","Volatile Organic Compounds","CAP","1109.38973","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Arlington","013","Volatile Organic Compounds","CAP","1106.4401493","TON"
"Solvent - Non-Industrial Surface Coating","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","1000.12","TON"
"Biogenics - Vegetation and Soil","VA","51","Harrisonburg city","660","Volatile Organic Compounds","CAP","990.692","TON"
"Biogenics - Vegetation and Soil","VA","51","Hopewell city","670","Volatile Organic Compounds","CAP","979.293","TON"
"Biogenics - Vegetation and Soil","VA","51","Alexandria city","510","Volatile Organic Compounds","CAP","976.818","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Mecklenburg","117","Volatile Organic Compounds","CAP","968.76987244423","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hampton city","650","Volatile Organic Compounds","CAP","963.4528","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Newport News city","700","Volatile Organic Compounds","CAP","954.2727","TON"
"Biogenics - Vegetation and Soil","VA","51","Galax city","640","Volatile Organic Compounds","CAP","941.439","TON"
"Biogenics - Vegetation and Soil","VA","51","Williamsburg city","830","Volatile Organic Compounds","CAP","936.311","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hanover","085","Volatile Organic Compounds","CAP","935.9931","TON"
"Mobile - Aircraft","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","929.734810418","TON"
"Biogenics - Vegetation and Soil","VA","51","Waynesboro city","820","Volatile Organic Compounds","CAP","917.497","TON"
"Biogenics - Vegetation and Soil","VA","51","Charlottesville city","540","Volatile Organic Compounds","CAP","900.975","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Spotsylvania","177","Volatile Organic Compounds","CAP","898.6789","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Wise","195","Volatile Organic Compounds","CAP","889.847642","TON"
"Fires - Prescribed Fires","VA","51","Charlotte","037","Volatile Organic Compounds","CAP","874.5488","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","834.46737184304","TON"
"Biogenics - Vegetation and Soil","VA","51","Roanoke city","770","Volatile Organic Compounds","CAP","832.874","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Richmond city","760","Volatile Organic Compounds","CAP","820.159183","TON"
"Industrial Processes - Storage and Transfer","VA","51","York","199","Volatile Organic Compounds","CAP","814.961625741","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Augusta","015","Volatile Organic Compounds","CAP","813.611","TON"
"Fires - Wildfires","VA","51","Gloucester","073","Volatile Organic Compounds","CAP","813.08478","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Tazewell","185","Volatile Organic Compounds","CAP","790.368701","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Galax city","640","Volatile Organic Compounds","CAP","775.1905886","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke city","770","Volatile Organic Compounds","CAP","774.4332","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Rockingham","165","Volatile Organic Compounds","CAP","766.2647","TON"
"Biogenics - Vegetation and Soil","VA","51","Falls Church city","610","Volatile Organic Compounds","CAP","762.355","TON"
"Gas Stations","VA","51","Wythe","197","Volatile Organic Compounds","CAP","753.31952003","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","York","199","Volatile Organic Compounds","CAP","752.478398044608","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Gloucester","073","Volatile Organic Compounds","CAP","749.82084606846","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","743.293825","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Hampton city","650","Volatile Organic Compounds","CAP","742.8157","TON"
"Biogenics - Vegetation and Soil","VA","51","Fairfax city","600","Volatile Organic Compounds","CAP","741.724","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Augusta","015","Volatile Organic Compounds","CAP","739.95073","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Stafford","179","Volatile Organic Compounds","CAP","727.44561","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Albemarle","003","Volatile Organic Compounds","CAP","721.33236","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Alexandria city","510","Volatile Organic Compounds","CAP","719.39109","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","James city","095","Volatile Organic Compounds","CAP","717.28258300757","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","716.2778911175","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","711.94827","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Spotsylvania","177","Volatile Organic Compounds","CAP","701.38021","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Hanover","085","Volatile Organic Compounds","CAP","696.36264955486","TON"
"Biogenics - Vegetation and Soil","VA","51","Radford city","750","Volatile Organic Compounds","CAP","693.854","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Rockingham","165","Volatile Organic Compounds","CAP","693.32719","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Arlington","013","Volatile Organic Compounds","CAP","692.7945","TON"
"Biogenics - Vegetation and Soil","VA","51","Bedford city","515","Volatile Organic Compounds","CAP","689.698","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Albemarle","003","Volatile Organic Compounds","CAP","686.71623","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Bedford","019","Volatile Organic Compounds","CAP","684.4932","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke","161","Volatile Organic Compounds","CAP","680.1379","TON"
"Fires - Prescribed Fires","VA","51","Pittsylvania","143","Volatile Organic Compounds","CAP","671.9015","TON"
"Biogenics - Vegetation and Soil","VA","51","Manassas city","683","Volatile Organic Compounds","CAP","671.527","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Pittsylvania","143","Volatile Organic Compounds","CAP","670.37234","TON"
"Industrial Processes - NEC","VA","51","Giles","071","Volatile Organic Compounds","CAP","669.46825","TON"
"Industrial Processes - Storage and Transfer","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","668.81326485","TON"
"Biogenics - Vegetation and Soil","VA","51","Winchester city","840","Volatile Organic Compounds","CAP","663.635","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Hanover","085","Volatile Organic Compounds","CAP","653.39486","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Pittsylvania","143","Volatile Organic Compounds","CAP","640.84108","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Northumberland","133","Volatile Organic Compounds","CAP","638.58693587939","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Norfolk city","710","Volatile Organic Compounds","CAP","635.7740230282","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Frederick","069","Volatile Organic Compounds","CAP","625.2847","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Suffolk city","800","Volatile Organic Compounds","CAP","624.491","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Fauquier","061","Volatile Organic Compounds","CAP","621.02693","TON"
"Biogenics - Vegetation and Soil","VA","51","Salem city","775","Volatile Organic Compounds","CAP","619.308","TON"
"Biogenics - Vegetation and Soil","VA","51","Lexington city","678","Volatile Organic Compounds","CAP","618.066","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Bedford","019","Volatile Organic Compounds","CAP","617.08164","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fauquier","061","Volatile Organic Compounds","CAP","616.3169","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Norfolk city","710","Volatile Organic Compounds","CAP","604.894136","TON"
"Fires - Prescribed Fires","VA","51","Nottoway","135","Volatile Organic Compounds","CAP","603.7463","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Montgomery","121","Volatile Organic Compounds","CAP","602.65138","TON"
"Gas Stations","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","600.105656","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Henrico","087","Volatile Organic Compounds","CAP","593.45804534376","TON"
"Fuel Comb - Residential - Wood","VA","51","Henrico","087","Volatile Organic Compounds","CAP","561.6166535","TON"
"Fires - Wildfires","VA","51","Louisa","109","Volatile Organic Compounds","CAP","561.133585","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Russell","167","Volatile Organic Compounds","CAP","559.60274194","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Montgomery","121","Volatile Organic Compounds","CAP","554.4897","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Lynchburg city","680","Volatile Organic Compounds","CAP","554.037174","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Portsmouth city","740","Volatile Organic Compounds","CAP","549.84001","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","548.993353","TON"
"Fuel Comb - Residential - Wood","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","547.6181825","TON"
"Fires - Prescribed Fires","VA","51","Prince William","153","Volatile Organic Compounds","CAP","546.0334","TON"
"Industrial Processes - Storage and Transfer","VA","51","Gloucester","073","Volatile Organic Compounds","CAP","545.262763741","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Stafford","179","Volatile Organic Compounds","CAP","544.9798","TON"
"Industrial Processes - Pulp & Paper","VA","51","Covington city","580","Volatile Organic Compounds","CAP","542.878671","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Washington","191","Volatile Organic Compounds","CAP","540.05209","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Henry","089","Volatile Organic Compounds","CAP","537.79735","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Franklin","067","Volatile Organic Compounds","CAP","536.92061","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Frederick","069","Volatile Organic Compounds","CAP","536.35671","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Roanoke","161","Volatile Organic Compounds","CAP","534.54578","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Suffolk city","800","Volatile Organic Compounds","CAP","531.60579","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Hampton city","650","Volatile Organic Compounds","CAP","528.16855433681","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","527.319565","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Roanoke city","770","Volatile Organic Compounds","CAP","526.41441","TON"
