"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fairfax","059","Carbon Monoxide","CAP","45812.942654","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Fairfax","059","Carbon Monoxide","CAP","43490.464540962","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Virginia Beach city","810","Carbon Monoxide","CAP","23851.256589","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Henrico","087","Carbon Monoxide","CAP","21941.886466","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Chesterfield","041","Carbon Monoxide","CAP","21232.613082","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Loudoun","107","Carbon Monoxide","CAP","19531.685294833","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Chesapeake city","550","Carbon Monoxide","CAP","18123.080221","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Prince William","153","Carbon Monoxide","CAP","17680.458255","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Norfolk city","710","Carbon Monoxide","CAP","14417.315712","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Frederick","069","Carbon Monoxide","CAP","14260.1832928","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Virginia Beach city","810","Carbon Monoxide","CAP","13751.64547173","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Richmond city","760","Carbon Monoxide","CAP","13021.882577","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Loudoun","107","Carbon Monoxide","CAP","13013.124396","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Prince William","153","Carbon Monoxide","CAP","11701.59466678","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Newport News city","700","Carbon Monoxide","CAP","11524.284141","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Spotsylvania","177","Carbon Monoxide","CAP","10606.1290703","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Augusta","015","Carbon Monoxide","CAP","10181.2744773","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Albemarle","003","Carbon Monoxide","CAP","9504.113285","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hampton city","650","Carbon Monoxide","CAP","8994.038485","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fauquier","061","Carbon Monoxide","CAP","8539.9318936","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Rockingham","165","Carbon Monoxide","CAP","8358.4700652","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Hanover","085","Carbon Monoxide","CAP","8172.060056835","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Frederick","069","Carbon Monoxide","CAP","8137.8420363","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Suffolk city","800","Carbon Monoxide","CAP","8042.6402314","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke city","770","Carbon Monoxide","CAP","7584.311033","TON"
"Fires - Wildfires","VA","51","Rockbridge","163","Carbon Monoxide","CAP","7555.958678","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Accomack","001","Carbon Monoxide","CAP","7325.023756966","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Chesterfield","041","Carbon Monoxide","CAP","7253.061412965","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke","161","Carbon Monoxide","CAP","7188.5910273","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Montgomery","121","Carbon Monoxide","CAP","7130.086211","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hanover","085","Carbon Monoxide","CAP","7100.242122","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Stafford","179","Carbon Monoxide","CAP","7062.779615","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Chesapeake city","550","Carbon Monoxide","CAP","7049.97745862","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Caroline","033","Carbon Monoxide","CAP","7019.385855","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Arlington","013","Carbon Monoxide","CAP","6954.091976","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Shenandoah","171","Carbon Monoxide","CAP","6621.8774663","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Henrico","087","Carbon Monoxide","CAP","6510.55313189","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Bedford","019","Carbon Monoxide","CAP","6472.4716628","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Richmond city","760","Carbon Monoxide","CAP","6445.45798128","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Norfolk city","710","Carbon Monoxide","CAP","6206.45949335","TON"
"Fires - Prescribed Fires","VA","51","Caroline","033","Carbon Monoxide","CAP","5957.659318","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Lynchburg city","680","Carbon Monoxide","CAP","5642.204894","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Northampton","131","Carbon Monoxide","CAP","5628.5061915151","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Wythe","197","Carbon Monoxide","CAP","5547.8093798","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Pittsylvania","143","Carbon Monoxide","CAP","5515.8802382","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Henry","089","Carbon Monoxide","CAP","5449.7044936","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Botetourt","023","Carbon Monoxide","CAP","5263.5982743","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","York","199","Carbon Monoxide","CAP","5194.217257816","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Washington","191","Carbon Monoxide","CAP","5145.3138736","TON"
"Fires - Wildfires","VA","51","Giles","071","Carbon Monoxide","CAP","5140.724849","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Campbell","031","Carbon Monoxide","CAP","5060.7640974","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Rockbridge","163","Carbon Monoxide","CAP","5023.1363362","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Franklin","067","Carbon Monoxide","CAP","4917.6941859","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","James city","095","Carbon Monoxide","CAP","4894.4880538","TON"
"Fires - Prescribed Fires","VA","51","Buchanan","027","Carbon Monoxide","CAP","4741.4673","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Louisa","109","Carbon Monoxide","CAP","4732.3478414","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","York","199","Carbon Monoxide","CAP","4694.4131148","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Mecklenburg","117","Carbon Monoxide","CAP","4562.7724316","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Goochland","075","Carbon Monoxide","CAP","4478.3782474","TON"
"Fires - Prescribed Fires","VA","51","Mecklenburg","117","Carbon Monoxide","CAP","4389.143888","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Portsmouth city","740","Carbon Monoxide","CAP","4270.5014091","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","New Kent","127","Carbon Monoxide","CAP","4263.7394575","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Carroll","035","Carbon Monoxide","CAP","4238.2982692","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Mecklenburg","117","Carbon Monoxide","CAP","4211.774083","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Alexandria city","510","Carbon Monoxide","CAP","4196.5738542","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Warren","187","Carbon Monoxide","CAP","4165.0356246","TON"
"Fires - Prescribed Fires","VA","51","Nottoway","135","Carbon Monoxide","CAP","4100.681449","TON"
"Industrial Processes - NEC","VA","51","Giles","071","Carbon Monoxide","CAP","3999.8776","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Arlington","013","Carbon Monoxide","CAP","3988.090202937","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Pulaski","155","Carbon Monoxide","CAP","3972.2143163","TON"
"Fires - Prescribed Fires","VA","51","Bland","021","Carbon Monoxide","CAP","3929.24477","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Isle of Wight","093","Carbon Monoxide","CAP","3870.8209722","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Newport News city","700","Carbon Monoxide","CAP","3860.92771909","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Dinwiddie","053","Carbon Monoxide","CAP","3834.6221323","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Culpeper","047","Carbon Monoxide","CAP","3801.7589291","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Halifax","083","Carbon Monoxide","CAP","3759.8274548","TON"
"Fires - Prescribed Fires","VA","51","Halifax","083","Carbon Monoxide","CAP","3653.689034","TON"
"Fires - Wildfires","VA","51","Buchanan","027","Carbon Monoxide","CAP","3639.667685","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Alexandria city","510","Carbon Monoxide","CAP","3575.91973699","TON"
"Waste Disposal","VA","51","Loudoun","107","Carbon Monoxide","CAP","3536.84798","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Accomack","001","Carbon Monoxide","CAP","3481.0211951","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Albemarle","003","Carbon Monoxide","CAP","3420.51746405","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Gloucester","073","Carbon Monoxide","CAP","3375.2504782","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Smyth","173","Carbon Monoxide","CAP","3349.9566665","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Prince George","149","Carbon Monoxide","CAP","3302.849064","TON"
"Fires - Prescribed Fires","VA","51","Giles","071","Carbon Monoxide","CAP","3302.80725","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Amherst","009","Carbon Monoxide","CAP","3249.1156126","TON"
"Fires - Prescribed Fires","VA","51","Lee","105","Carbon Monoxide","CAP","3224.19764","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Danville city","590","Carbon Monoxide","CAP","3197.4019366","TON"
"Fires - Prescribed Fires","VA","51","Brunswick","025","Carbon Monoxide","CAP","3050.715329","TON"
"Fuel Comb - Residential - Wood","VA","51","Chesterfield","041","Carbon Monoxide","CAP","2987.8564545","TON"
"Fires - Prescribed Fires","VA","51","Dinwiddie","053","Carbon Monoxide","CAP","2975.721848","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Hampton city","650","Carbon Monoxide","CAP","2908.713919455","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Tazewell","185","Carbon Monoxide","CAP","2889.8141628","TON"
"Fires - Wildfires","VA","51","Lee","105","Carbon Monoxide","CAP","2818.453433","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Wise","195","Carbon Monoxide","CAP","2780.0820035","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Sussex","183","Carbon Monoxide","CAP","2774.3331767","TON"
"Fires - Prescribed Fires","VA","51","Augusta","015","Carbon Monoxide","CAP","2762.42476","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Orange","137","Carbon Monoxide","CAP","2752.9195971","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Powhatan","145","Carbon Monoxide","CAP","2715.076185","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Petersburg city","730","Carbon Monoxide","CAP","2636.0528858","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Harrisonburg city","660","Carbon Monoxide","CAP","2605.822407","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Brunswick","025","Carbon Monoxide","CAP","2580.4227629","TON"
"Mobile - Aircraft","VA","51","Loudoun","107","Carbon Monoxide","CAP","2568.330221881","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Bedford","019","Carbon Monoxide","CAP","2485.320322512","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Roanoke city","770","Carbon Monoxide","CAP","2484.674499005","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","James city","095","Carbon Monoxide","CAP","2469.936734736","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Russell","167","Carbon Monoxide","CAP","2460.6960625","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Southampton","175","Carbon Monoxide","CAP","2422.5644505","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Stafford","179","Carbon Monoxide","CAP","2369.78428649","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fredericksburg city","630","Carbon Monoxide","CAP","2341.7436681","TON"
"Fires - Prescribed Fires","VA","51","Russell","167","Carbon Monoxide","CAP","2336.50612","TON"
"Fuel Comb - Residential - Wood","VA","51","Fairfax","059","Carbon Monoxide","CAP","2334.532083659","TON"
"Fires - Prescribed Fires","VA","51","Charlotte","037","Carbon Monoxide","CAP","2319.974873","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Greensville","081","Carbon Monoxide","CAP","2317.45922194","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Montgomery","121","Carbon Monoxide","CAP","2284.86672016","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Charlottesville city","540","Carbon Monoxide","CAP","2259.9634776","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Fauquier","061","Carbon Monoxide","CAP","2249.27550243","TON"
"Mobile - Aircraft","VA","51","Virginia Beach city","810","Carbon Monoxide","CAP","2245.824070975","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Buchanan","027","Carbon Monoxide","CAP","2205.1589375","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Scott","169","Carbon Monoxide","CAP","2201.63445473","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Gloucester","073","Carbon Monoxide","CAP","2179.758930466","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Spotsylvania","177","Carbon Monoxide","CAP","2157.800130487","TON"
"Fuel Comb - Residential - Wood","VA","51","Prince William","153","Carbon Monoxide","CAP","2146.7718519","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Page","139","Carbon Monoxide","CAP","2143.79977577","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","King George","099","Carbon Monoxide","CAP","2142.180837","TON"
