"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Biogenics - Vegetation and Soil","VA","51","Surry","181","Volatile Organic Compounds","CAP","6669.17","TON"
"Biogenics - Vegetation and Soil","VA","51","Culpeper","047","Volatile Organic Compounds","CAP","6658.09","TON"
"Biogenics - Vegetation and Soil","VA","51","Washington","191","Volatile Organic Compounds","CAP","6648.28","TON"
"Biogenics - Vegetation and Soil","VA","51","Montgomery","121","Volatile Organic Compounds","CAP","6373.2","TON"
"Biogenics - Vegetation and Soil","VA","51","Russell","167","Volatile Organic Compounds","CAP","6298.12","TON"
"Biogenics - Vegetation and Soil","VA","51","Carroll","035","Volatile Organic Compounds","CAP","6247.19","TON"
"Biogenics - Vegetation and Soil","VA","51","Isle of Wight","093","Volatile Organic Compounds","CAP","6227.58","TON"
"Biogenics - Vegetation and Soil","VA","51","Prince William","153","Volatile Organic Compounds","CAP","6145.58","TON"
"Biogenics - Vegetation and Soil","VA","51","New Kent","127","Volatile Organic Compounds","CAP","6125.64","TON"
"Biogenics - Vegetation and Soil","VA","51","Prince George","149","Volatile Organic Compounds","CAP","5999.84","TON"
"Fires - Prescribed Fires","VA","51","Augusta","015","Volatile Organic Compounds","CAP","5993.51932","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Buchanan","027","Volatile Organic Compounds","CAP","5871.953946","TON"
"Biogenics - Vegetation and Soil","VA","51","Loudoun","107","Volatile Organic Compounds","CAP","5862.58","TON"
"Biogenics - Vegetation and Soil","VA","51","Floyd","063","Volatile Organic Compounds","CAP","5854.58","TON"
"Biogenics - Vegetation and Soil","VA","51","Dickenson","051","Volatile Organic Compounds","CAP","5780.6","TON"
"Biogenics - Vegetation and Soil","VA","51","Essex","057","Volatile Organic Compounds","CAP","5759.92","TON"
"Biogenics - Vegetation and Soil","VA","51","Roanoke","161","Volatile Organic Compounds","CAP","5735.27","TON"
"Biogenics - Vegetation and Soil","VA","51","Stafford","179","Volatile Organic Compounds","CAP","5712.57","TON"
"Biogenics - Vegetation and Soil","VA","51","Grayson","077","Volatile Organic Compounds","CAP","5687.76","TON"
"Biogenics - Vegetation and Soil","VA","51","Westmoreland","193","Volatile Organic Compounds","CAP","5644.39","TON"
"Biogenics - Vegetation and Soil","VA","51","Henrico","087","Volatile Organic Compounds","CAP","5535.97","TON"
"Biogenics - Vegetation and Soil","VA","51","Pulaski","155","Volatile Organic Compounds","CAP","5482.83","TON"
"Biogenics - Vegetation and Soil","VA","51","Madison","113","Volatile Organic Compounds","CAP","5403.14","TON"
"Biogenics - Vegetation and Soil","VA","51","Warren","187","Volatile Organic Compounds","CAP","5384.62","TON"
"Biogenics - Vegetation and Soil","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","5382.87","TON"
"Biogenics - Vegetation and Soil","VA","51","Wise","195","Volatile Organic Compounds","CAP","5239.84","TON"
"Biogenics - Vegetation and Soil","VA","51","Charles city","036","Volatile Organic Compounds","CAP","5230.05","TON"
"Fires - Wildfires","VA","51","Buchanan","027","Volatile Organic Compounds","CAP","5125.976332","TON"
"Biogenics - Vegetation and Soil","VA","51","Rappahannock","157","Volatile Organic Compounds","CAP","5048.63","TON"
"Biogenics - Vegetation and Soil","VA","51","Gloucester","073","Volatile Organic Compounds","CAP","5014.64","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","4906.88022","TON"
"Biogenics - Vegetation and Soil","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","4756.94","TON"
"Biogenics - Vegetation and Soil","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","4671.84","TON"
"Biogenics - Vegetation and Soil","VA","51","King George","099","Volatile Organic Compounds","CAP","4580.05","TON"
"Biogenics - Vegetation and Soil","VA","51","Richmond","159","Volatile Organic Compounds","CAP","4147.44","TON"
"Biogenics - Vegetation and Soil","VA","51","Northumberland","133","Volatile Organic Compounds","CAP","4126.29","TON"
"Biogenics - Vegetation and Soil","VA","51","Northampton","131","Volatile Organic Compounds","CAP","3952.54","TON"
"Biogenics - Vegetation and Soil","VA","51","Greene","079","Volatile Organic Compounds","CAP","3950.39","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","3863.700212","TON"
"Fires - Prescribed Fires","VA","51","Wise","195","Volatile Organic Compounds","CAP","3712.10462","TON"
"Biogenics - Vegetation and Soil","VA","51","Middlesex","119","Volatile Organic Compounds","CAP","3513.82","TON"
"Biogenics - Vegetation and Soil","VA","51","James city","095","Volatile Organic Compounds","CAP","3442.87","TON"
"Biogenics - Vegetation and Soil","VA","51","Lancaster","103","Volatile Organic Compounds","CAP","3416.96","TON"
"Biogenics - Vegetation and Soil","VA","51","Danville city","590","Volatile Organic Compounds","CAP","3367.03","TON"
"Biogenics - Vegetation and Soil","VA","51","Clarke","043","Volatile Organic Compounds","CAP","3345.7","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Dickenson","051","Volatile Organic Compounds","CAP","3181.049434","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","2893.714106426085","TON"
"Biogenics - Vegetation and Soil","VA","51","Mathews","115","Volatile Organic Compounds","CAP","2667.21","TON"
"Fires - Wildfires","VA","51","Lee","105","Volatile Organic Compounds","CAP","2554.369349","TON"
"Biogenics - Vegetation and Soil","VA","51","Richmond city","760","Volatile Organic Compounds","CAP","2497.86","TON"
"Biogenics - Vegetation and Soil","VA","51","Lynchburg city","680","Volatile Organic Compounds","CAP","2474.08","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","2414.474045","TON"
"Biogenics - Vegetation and Soil","VA","51","York","199","Volatile Organic Compounds","CAP","2322.53","TON"
"Biogenics - Vegetation and Soil","VA","51","Covington city","580","Volatile Organic Compounds","CAP","2303.5","TON"
"Fires - Wildfires","VA","51","Russell","167","Volatile Organic Compounds","CAP","2151.467085","TON"
"Biogenics - Vegetation and Soil","VA","51","Emporia city","595","Volatile Organic Compounds","CAP","2136.8","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","2076.9817396","TON"
"Biogenics - Vegetation and Soil","VA","51","Petersburg city","730","Volatile Organic Compounds","CAP","2014.3","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Accomack","001","Volatile Organic Compounds","CAP","2006.3661982951900001534002637","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","1993.6037","TON"
"Fires - Prescribed Fires","VA","51","Caroline","033","Volatile Organic Compounds","CAP","1990.914511","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Henrico","087","Volatile Organic Compounds","CAP","1981.7663951","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Prince William","153","Volatile Organic Compounds","CAP","1949.25398","TON"
"Fires - Prescribed Fires","VA","51","Page","139","Volatile Organic Compounds","CAP","1907.059717","TON"
"Biogenics - Vegetation and Soil","VA","51","Newport News city","700","Volatile Organic Compounds","CAP","1850.32","TON"
"Biogenics - Vegetation and Soil","VA","51","Fredericksburg city","630","Volatile Organic Compounds","CAP","1832.49","TON"
"Biogenics - Vegetation and Soil","VA","51","Staunton city","790","Volatile Organic Compounds","CAP","1790.42","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Prince William","153","Volatile Organic Compounds","CAP","1737.6798981","TON"
"Biogenics - Vegetation and Soil","VA","51","Martinsville city","690","Volatile Organic Compounds","CAP","1679.85","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","1662.461808286600000153010858","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Loudoun","107","Volatile Organic Compounds","CAP","1584.1694","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Northampton","131","Volatile Organic Compounds","CAP","1570.4091876669100001530320262","TON"
"Fires - Prescribed Fires","VA","51","Rockingham","165","Volatile Organic Compounds","CAP","1561.41684","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Norfolk city","710","Volatile Organic Compounds","CAP","1525.7414879","TON"
"Biogenics - Vegetation and Soil","VA","51","Norton city","720","Volatile Organic Compounds","CAP","1474.8","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","1471.9316","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Henrico","087","Volatile Organic Compounds","CAP","1424.97038","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","1416.583046","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Richmond city","760","Volatile Organic Compounds","CAP","1395.849056","TON"
"Biogenics - Vegetation and Soil","VA","51","Franklin city","620","Volatile Organic Compounds","CAP","1382.51","TON"
"Biogenics - Vegetation and Soil","VA","51","Bristol city","520","Volatile Organic Compounds","CAP","1371.77","TON"
"Biogenics - Vegetation and Soil","VA","51","Portsmouth city","740","Volatile Organic Compounds","CAP","1354.31","TON"
"Fires - Prescribed Fires","VA","51","Buchanan","027","Volatile Organic Compounds","CAP","1301.0326","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Loudoun","107","Volatile Organic Compounds","CAP","1268.064960211520000000324771","TON"
"Biogenics - Vegetation and Soil","VA","51","Waynesboro city","820","Volatile Organic Compounds","CAP","1246.99","TON"
"Biogenics - Vegetation and Soil","VA","51","Colonial Heights city","570","Volatile Organic Compounds","CAP","1205.96","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Loudoun","107","Volatile Organic Compounds","CAP","1201.8800312","TON"
"Biogenics - Vegetation and Soil","VA","51","Harrisonburg city","660","Volatile Organic Compounds","CAP","1183.09","TON"
"Fires - Prescribed Fires","VA","51","Craig","045","Volatile Organic Compounds","CAP","1159.6567","TON"
"Biogenics - Vegetation and Soil","VA","51","Alexandria city","510","Volatile Organic Compounds","CAP","1124.31","TON"
"Fires - Wildfires","VA","51","Scott","169","Volatile Organic Compounds","CAP","1090.81585","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Norfolk city","710","Volatile Organic Compounds","CAP","1090.54606","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Tazewell","185","Volatile Organic Compounds","CAP","1084.196411","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","1077.49843","TON"
"Biogenics - Vegetation and Soil","VA","51","Hopewell city","670","Volatile Organic Compounds","CAP","1045.25","TON"
"Solvent - Non-Industrial Surface Coating","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","1042.88","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Newport News city","700","Volatile Organic Compounds","CAP","1041.5797225","TON"
"Biogenics - Vegetation and Soil","VA","51","Williamsburg city","830","Volatile Organic Compounds","CAP","1036.69","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Frederick","069","Volatile Organic Compounds","CAP","1035.8224000436","TON"
"Biogenics - Vegetation and Soil","VA","51","Roanoke city","770","Volatile Organic Compounds","CAP","1026.52","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Wise","195","Volatile Organic Compounds","CAP","1015.57842423","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hampton city","650","Volatile Organic Compounds","CAP","974.2572664","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Arlington","013","Volatile Organic Compounds","CAP","963.49893","TON"
"Industrial Processes - Storage and Transfer","VA","51","York","199","Volatile Organic Compounds","CAP","962.34190141421","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Spotsylvania","177","Volatile Organic Compounds","CAP","949.1139319","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Richmond city","760","Volatile Organic Compounds","CAP","944.43715","TON"
"Industrial Processes - Oil & Gas Production","VA","51","Russell","167","Volatile Organic Compounds","CAP","932.4270248","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Prince William","153","Volatile Organic Compounds","CAP","927.54079909226","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Montgomery","121","Volatile Organic Compounds","CAP","915.004408","TON"
"Biogenics - Vegetation and Soil","VA","51","Galax city","640","Volatile Organic Compounds","CAP","912.663","TON"
"Gas Stations","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","905.721644643","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","880.08694","TON"
"Biogenics - Vegetation and Soil","VA","51","Winchester city","840","Volatile Organic Compounds","CAP","851.995","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Augusta","015","Volatile Organic Compounds","CAP","838.4526414","TON"
"Biogenics - Vegetation and Soil","VA","51","Falls Church city","610","Volatile Organic Compounds","CAP","838.273","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Frederick","069","Volatile Organic Compounds","CAP","825.81345","TON"
"Biogenics - Vegetation and Soil","VA","51","Charlottesville city","540","Volatile Organic Compounds","CAP","823.959","TON"
"Industrial Processes - Storage and Transfer","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","822.978347","TON"
"Biogenics - Vegetation and Soil","VA","51","Norfolk city","710","Volatile Organic Compounds","CAP","815.794","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke city","770","Volatile Organic Compounds","CAP","813.5178443","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Newport News city","700","Volatile Organic Compounds","CAP","812.47511","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Hanover","085","Volatile Organic Compounds","CAP","806.3276846","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Rockingham","165","Volatile Organic Compounds","CAP","803.3658882","TON"
"Fires - Wildfires","VA","51","Smyth","173","Volatile Organic Compounds","CAP","797.27641","TON"
"Biogenics - Vegetation and Soil","VA","51","Fairfax city","600","Volatile Organic Compounds","CAP","794.398","TON"
"Biogenics - Vegetation and Soil","VA","51","Manassas city","683","Volatile Organic Compounds","CAP","766.777","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Bedford","019","Volatile Organic Compounds","CAP","761.6322912","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Albemarle","003","Volatile Organic Compounds","CAP","760.8347918","TON"
"Fires - Prescribed Fires","VA","51","Halifax","083","Volatile Organic Compounds","CAP","757.38365","TON"
"Mobile - Aircraft","VA","51","Newport News city","700","Volatile Organic Compounds","CAP","753.292657126","TON"
"Biogenics - Vegetation and Soil","VA","51","Radford city","750","Volatile Organic Compounds","CAP","749.623","TON"
"Fires - Prescribed Fires","VA","51","Bath","017","Volatile Organic Compounds","CAP","749.30278","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Montgomery","121","Volatile Organic Compounds","CAP","747.5180315","TON"
"Mobile - Aircraft","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","739.514968036","TON"
"Biogenics - Vegetation and Soil","VA","51","Salem city","775","Volatile Organic Compounds","CAP","738.352","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Roanoke","161","Volatile Organic Compounds","CAP","728.0430952","TON"
"Industrial Processes - Storage and Transfer","VA","51","Norfolk city","710","Volatile Organic Compounds","CAP","722.83423","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Mecklenburg","117","Volatile Organic Compounds","CAP","719.858507276020000155852514","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Galax city","640","Volatile Organic Compounds","CAP","702.019018","TON"
"Industrial Processes - Storage and Transfer","VA","51","Portsmouth city","740","Volatile Organic Compounds","CAP","701.90467","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Henry","089","Volatile Organic Compounds","CAP","691.370808","TON"
"Biogenics - Vegetation and Soil","VA","51","Lexington city","678","Volatile Organic Compounds","CAP","686.582","TON"
"Gas Stations","VA","51","Wythe","197","Volatile Organic Compounds","CAP","670.8891616","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Arlington","013","Volatile Organic Compounds","CAP","670.2097226","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Fauquier","061","Volatile Organic Compounds","CAP","657.4725696","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","647.035228588283000154059646","TON"
"Fires - Prescribed Fires","VA","51","Charlotte","037","Volatile Organic Compounds","CAP","646.08786","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Alexandria city","510","Volatile Organic Compounds","CAP","636.74945","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Stafford","179","Volatile Organic Compounds","CAP","631.96924","TON"
"Fires - Wildfires","VA","51","Caroline","033","Volatile Organic Compounds","CAP","629.805904","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Stafford","179","Volatile Organic Compounds","CAP","627.6552056","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Portsmouth city","740","Volatile Organic Compounds","CAP","621.2155807","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Hampton city","650","Volatile Organic Compounds","CAP","616.5571","TON"
"Waste Disposal","VA","51","Chesterfield","041","Volatile Organic Compounds","CAP","607.970135","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Pittsylvania","143","Volatile Organic Compounds","CAP","595.2653861","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Fairfax","059","Volatile Organic Compounds","CAP","589.4147","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","York","199","Volatile Organic Compounds","CAP","587.24833031522100017066414","TON"
"Industrial Processes - Pulp & Paper","VA","51","Covington city","580","Volatile Organic Compounds","CAP","582.6917566","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","James city","095","Volatile Organic Compounds","CAP","574.24748900738000015411298","TON"
"Biogenics - Vegetation and Soil","VA","51","Manassas Park city","685","Volatile Organic Compounds","CAP","572.858","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Suffolk city","800","Volatile Organic Compounds","CAP","570.3851002","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Spotsylvania","177","Volatile Organic Compounds","CAP","569.09486","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Gloucester","073","Volatile Organic Compounds","CAP","566.3534641283300001551445407","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Hanover","085","Volatile Organic Compounds","CAP","565.828804820340000153893909","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Chesapeake city","550","Volatile Organic Compounds","CAP","557.1078760406000002303795720894","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Lynchburg city","680","Volatile Organic Compounds","CAP","556.8141317","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Campbell","031","Volatile Organic Compounds","CAP","550.5882765","TON"
"Fires - Prescribed Fires","VA","51","Lunenburg","111","Volatile Organic Compounds","CAP","549.68681","TON"
"Biogenics - Vegetation and Soil","VA","51","Hampton city","650","Volatile Organic Compounds","CAP","544.076","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Franklin","067","Volatile Organic Compounds","CAP","540.85456246","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Norfolk city","710","Volatile Organic Compounds","CAP","540.069399","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Washington","191","Volatile Organic Compounds","CAP","528.4691027","TON"
"Solvent - Non-Industrial Surface Coating","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","528.456","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Newport News city","700","Volatile Organic Compounds","CAP","520.094373","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Henry","089","Volatile Organic Compounds","CAP","518.21608263","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Hanover","085","Volatile Organic Compounds","CAP","496.20384","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Virginia Beach city","810","Volatile Organic Compounds","CAP","493.130583","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Alexandria city","510","Volatile Organic Compounds","CAP","492.1825817","TON"
"Biogenics - Vegetation and Soil","VA","51","Buena Vista city","530","Volatile Organic Compounds","CAP","491.493","TON"
"Industrial Processes - Storage and Transfer","VA","51","Richmond city","760","Volatile Organic Compounds","CAP","490.5655890328934","TON"
"Fires - Wildfires","VA","51","Augusta","015","Volatile Organic Compounds","CAP","485.210114","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Shenandoah","171","Volatile Organic Compounds","CAP","482.51343058","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Northumberland","133","Volatile Organic Compounds","CAP","480.6878860715000001539766167","TON"
"Solvent - Consumer & Commercial Solvent Use","VA","51","Frederick","069","Volatile Organic Compounds","CAP","478.60357","TON"
